,states,actions,cnn_likelihood
0,"{'time_stamp': 0.0, 'cart_position': -0.037580398053912015, 'cart_velocity': -0.049486252975354764, 'pole_angle': 0.03991141777400806, 'pole_angular_velocity': 0.03309939170709145}",{'action': 'right'},0.0
1,"{'time_stamp': 0.02, 'cart_position': -0.03857012311341911, 'cart_velocity': 0.13810893706455657, 'pole_angle': 0.040573405608149885, 'pole_angular_velocity': -0.0940952069320814}",{'action': 'right'},0.0
2,"{'time_stamp': 0.04, 'cart_position': -0.03580794437212798, 'cart_velocity': 0.32569977815963536, 'pole_angle': 0.038691501469508255, 'pole_angular_velocity': -0.22119112671109442}",{'action': 'right'},1.0
3,"{'time_stamp': 0.06, 'cart_position': -0.029293948808935273, 'cart_velocity': 0.5133052514581569, 'pole_angle': 0.034267678935286365, 'pole_angular_velocity': -0.3485690212082041}",{'action': 'right'},1.0
4,"{'time_stamp': 0.08, 'cart_position': -0.019027843779772135, 'cart_velocity': 0.7009437024500922, 'pole_angle': 0.027296298511122283, 'pole_angular_velocity': -0.4766068570017674}",{'action': 'left'},1.0
5,"{'time_stamp': 0.1, 'cart_position': -0.00500896973077029, 'cart_velocity': 0.5129111676772435, 'pole_angle': 0.017764161371086933, 'pole_angular_velocity': -0.33971610342134007}",{'action': 'left'},1.0
6,"{'time_stamp': 0.12, 'cart_position': 0.005249253622774581, 'cart_velocity': 0.32493401637722125, 'pole_angle': 0.010969839302660132, 'pole_angular_velocity': -0.20415638637719588}",{'action': 'left'},1.0
7,"{'time_stamp': 0.14, 'cart_position': 0.011747933950319006, 'cart_velocity': 0.13699837268965115, 'pole_angle': 0.0068867115751162136, 'pole_angular_velocity': -0.06955498230473}",{'action': 'left'},1.0
8,"{'time_stamp': 0.16, 'cart_position': 0.01448790140411203, 'cart_velocity': -0.05091152980965691, 'pole_angle': 0.005495611929021613, 'pole_angular_velocity': 0.06446671711596685}",{'action': 'left'},1.0
9,"{'time_stamp': 0.18, 'cart_position': 0.013469670807918891, 'cart_velocity': -0.2388124863405837, 'pole_angle': 0.006784946271340951, 'pole_angular_velocity': 0.19829023843187518}",{'action': 'left'},1.0
10,"{'time_stamp': 0.2, 'cart_position': 0.008693421081107218, 'cart_velocity': -0.42672151525152635, 'pole_angle': 0.010750751039978454, 'pole_angular_velocity': 0.3322972945090656}",{'action': 'left'},1.0
11,"{'time_stamp': 0.22, 'cart_position': 0.00015899077607669024, 'cart_velocity': -0.6146550763971573, 'pole_angle': 0.017396696930159765, 'pole_angular_velocity': 0.4668671581615311}",{'action': 'left'},1.0
12,"{'time_stamp': 0.24, 'cart_position': -0.012134110751866456, 'cart_velocity': -0.8026282817352468, 'pole_angle': 0.026734040093390386, 'pole_angular_velocity': 0.6023740138988533}",{'action': 'right'},1.0
13,"{'time_stamp': 0.26, 'cart_position': -0.028186676386571394, 'cart_velocity': -0.6149326411606281, 'pole_angle': 0.03878152037136745, 'pole_angular_velocity': 0.47321775764344404}",{'action': 'right'},1.0
14,"{'time_stamp': 0.28, 'cart_position': -0.040485329209783955, 'cart_velocity': -0.4273214203899608, 'pole_angle': 0.04824587552423633, 'pole_angular_velocity': 0.3458487781133052}",{'action': 'right'},1.0
15,"{'time_stamp': 0.3, 'cart_position': -0.049031757617583174, 'cart_velocity': -0.2397797102337874, 'pole_angle': 0.055162851086502436, 'pole_angular_velocity': 0.21989997016651733}",{'action': 'right'},1.0
16,"{'time_stamp': 0.32, 'cart_position': -0.05382735182225892, 'cart_velocity': -0.05229036895084799, 'pole_angle': 0.059560850489832784, 'pole_angular_velocity': 0.09499779724879649}",{'action': 'right'},1.0
17,"{'time_stamp': 0.34, 'cart_position': -0.05487315920127588, 'cart_velocity': 0.13516524643932704, 'pole_angle': 0.06146080643480872, 'pole_angular_velocity': -0.029235290442638256}",{'action': 'right'},1.0
18,"{'time_stamp': 0.36, 'cart_position': -0.05216985427248934, 'cart_velocity': 0.322606633798326, 'pole_angle': 0.06087610062595595, 'pole_angular_velocity': -0.15317878268602883}",{'action': 'right'},1.0
19,"{'time_stamp': 0.38, 'cart_position': -0.04571772159652282, 'cart_velocity': 0.5100535553794572, 'pole_angle': 0.05781252497223537, 'pole_angular_velocity': -0.2772122643420677}",{'action': 'right'},1.0
20,"{'time_stamp': 0.4, 'cart_position': -0.035516650488933675, 'cart_velocity': 0.6975254746460157, 'pole_angle': 0.05226827968539402, 'pole_angular_velocity': -0.4017136855913407}",{'action': 'right'},1.0
21,"{'time_stamp': 0.42, 'cart_position': -0.02156614099601336, 'cart_velocity': 0.8850409923676308, 'pole_angle': 0.044234005973567206, 'pole_angular_velocity': -0.5270576367328703}",{'action': 'left'},1.0
22,"{'time_stamp': 0.44, 'cart_position': -0.003865321148660745, 'cart_velocity': 0.696911930632355, 'pole_angle': 0.0336928532389098, 'pole_angular_velocity': -0.387836422421844}",{'action': 'left'},1.0
23,"{'time_stamp': 0.46, 'cart_position': 0.010072917463986355, 'cart_velocity': 0.5088392498586055, 'pole_angle': 0.02593612479047292, 'pole_angular_velocity': -0.2500579086940891}",{'action': 'left'},1.0
24,"{'time_stamp': 0.48, 'cart_position': 0.020249702461158467, 'cart_velocity': 0.3208107980608082, 'pole_angle': 0.02093496661659114, 'pole_angular_velocity': -0.11335356086329973}",{'action': 'left'},1.0
25,"{'time_stamp': 0.5, 'cart_position': 0.026665918422374632, 'cart_velocity': 0.13281211711276217, 'pole_angle': 0.018667895399325143, 'pole_angular_velocity': 0.02265260229524743}",{'action': 'right'},1.0
26,"{'time_stamp': 0.52, 'cart_position': 0.029322160764629877, 'cart_velocity': 0.3205535527989448, 'pole_angle': 0.01912094744523009, 'pole_angular_velocity': -0.10768150065389612}",{'action': 'right'},0.0
27,"{'time_stamp': 0.54, 'cart_position': 0.03573323182060877, 'cart_velocity': 0.5082921256239682, 'pole_angle': 0.01696731743215217, 'pole_angular_velocity': -0.23794948176390002}",{'action': 'right'},1.0
28,"{'time_stamp': 0.56, 'cart_position': 0.04589907433308814, 'cart_velocity': 0.6960459258263111, 'pole_angle': 0.01220832779687417, 'pole_angular_velocity': -0.36853266969900966}",{'action': 'left'},1.0
29,"{'time_stamp': 0.58, 'cart_position': 0.05981999284961436, 'cart_velocity': 0.5081035252734358, 'pole_angle': 0.004837674402893977, 'pole_angular_velocity': -0.2337566529500817}",{'action': 'left'},1.0
30,"{'time_stamp': 0.6, 'cart_position': 0.06998206335508307, 'cart_velocity': 0.32020704021001806, 'pole_angle': 0.00016254134389234298, 'pole_angular_velocity': -0.10002712991547574}",{'action': 'left'},1.0
31,"{'time_stamp': 0.62, 'cart_position': 0.07638620415928343, 'cart_velocity': 0.1323406325990855, 'pole_angle': -0.001838001254417172, 'pole_angular_velocity': 0.03303387180866654}",{'action': 'left'},1.0
32,"{'time_stamp': 0.64, 'cart_position': 0.07903301681126514, 'cart_velocity': -0.05551271547016445, 'pole_angle': -0.001177323818243841, 'pole_angular_velocity': 0.16580771348975973}",{'action': 'left'},1.0
33,"{'time_stamp': 0.66, 'cart_position': 0.07792276250186185, 'cart_velocity': -0.2433704118202163, 'pole_angle': 0.002138830451551354, 'pole_angular_velocity': 0.2986764779307768}",{'action': 'left'},1.0
34,"{'time_stamp': 0.68, 'cart_position': 0.07305535426545752, 'cart_velocity': -0.43124949529856005, 'pole_angle': 0.00811236001016689, 'pole_angular_velocity': 0.43202043544893487}",{'action': 'right'},1.0
35,"{'time_stamp': 0.7000000000000001, 'cart_position': 0.06443036435948632, 'cart_velocity': -0.2434360310843408, 'pole_angle': 0.016752768719145588, 'pole_angular_velocity': 0.3001501652973757}",{'action': 'right'},1.0
36,"{'time_stamp': 0.72, 'cart_position': 0.0595616437377995, 'cart_velocity': -0.05568027095604727, 'pole_angle': 0.0227557720250931, 'pole_angular_velocity': 0.16953529779635018}",{'action': 'right'},1.0
37,"{'time_stamp': 0.74, 'cart_position': 0.05844803831867856, 'cart_velocity': 0.13203404870805469, 'pole_angle': 0.026146477981020107, 'pole_angular_velocity': 0.03979975636971336}",{'action': 'right'},1.0
