,states,actions,cnn_likelihood
0,"{'time_stamp': 0.0, 'cart_position': 0.03412396083148618, 'cart_velocity': -0.01173955681947373, 'pole_angle': -0.005607084153820864, 'pole_angular_velocity': 0.011028883381728347}",{'action': 'right'},0.0
1,"{'time_stamp': 0.02, 'cart_position': 0.033889169695096706, 'cart_velocity': 0.18346235679523493, 'pole_angle': -0.005386506486186297, 'pole_angular_velocity': -0.2834178583835332}",{'action': 'right'},0.0
2,"{'time_stamp': 0.04, 'cart_position': 0.037558416831001404, 'cart_velocity': 0.37866072038266957, 'pole_angle': -0.011054863653856961, 'pole_angular_velocity': -0.5777947813436837}",{'action': 'left'},0.034682580124106965
3,"{'time_stamp': 0.06, 'cart_position': 0.045131631238654796, 'cart_velocity': 0.183695441973556, 'pole_angle': -0.022610759280730634, 'pole_angular_velocity': -0.28861479729445333}",{'action': 'left'},0.05313892856357638
4,"{'time_stamp': 0.08, 'cart_position': 0.04880554007812592, 'cart_velocity': -0.011096900123612752, 'pole_angle': -0.0283830552266197, 'pole_angular_velocity': -0.003147967953727515}",{'action': 'left'},0.06724111022950119
5,"{'time_stamp': 0.1, 'cart_position': 0.04858360207565366, 'cart_velocity': -0.20580054169427375, 'pole_angle': -0.02844601458569425, 'pole_angular_velocity': 0.2804463647963843}",{'action': 'left'},0.06730859283912827
6,"{'time_stamp': 0.12, 'cart_position': 0.04446759124176818, 'cart_velocity': -0.40050541292169844, 'pole_angle': -0.022837087289766564, 'pole_angular_velocity': 0.5640235163002436}",{'action': 'left'},0.06730859283912827
7,"{'time_stamp': 0.14, 'cart_position': 0.03645748298333421, 'cart_velocity': -0.5952996156987773, 'pole_angle': -0.01155661696376169, 'pole_angular_velocity': 0.8494251100639568}",{'action': 'right'},0.06730859283912827
8,"{'time_stamp': 0.16, 'cart_position': 0.024551490669358668, 'cart_velocity': -0.4000219834813087, 'pole_angle': 0.0054318852375174476, 'pole_angular_velocity': 0.5531306520472583}",{'action': 'right'},0.06730859283912827
9,"{'time_stamp': 0.18, 'cart_position': 0.016551050999732496, 'cart_velocity': -0.20497673163561597, 'pole_angle': 0.016494498278462614, 'pole_angular_velocity': 0.26216405683752714}",{'action': 'right'},0.06730859283912827
